product,year,region,name,technology_destination,unit,electrolyser_hydrogen_proportion
Ammonia,2048,North America,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Ammonium nitrate,2048,North America,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Urea,2048,North America,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Ammonia,2048,Russia,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Ammonium nitrate,2048,Russia,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Urea,2048,Russia,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Ammonia,2048,Europe,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Ammonium nitrate,2048,Europe,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Urea,2048,Europe,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Ammonia,2048,India,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Ammonium nitrate,2048,India,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Urea,2048,India,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Ammonia,2048,Middle East,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Ammonium nitrate,2048,Middle East,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Urea,2048,Middle East,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Ammonia,2048,Africa,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Ammonium nitrate,2048,Africa,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Urea,2048,Africa,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Ammonia,2048,Latin America,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Ammonium nitrate,2048,Latin America,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Urea,2048,Latin America,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Ammonia,2048,Oceania,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Ammonium nitrate,2048,Oceania,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Urea,2048,Oceania,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Ammonia,2048,Brazil,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Ammonium nitrate,2048,Brazil,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Urea,2048,Brazil,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Ammonia,2048,Saudi Arabia,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Ammonium nitrate,2048,Saudi Arabia,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Urea,2048,Saudi Arabia,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Ammonia,2048,Namibia,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Ammonium nitrate,2048,Namibia,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Urea,2048,Namibia,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Ammonia,2048,Australia,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Ammonium nitrate,2048,Australia,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Urea,2048,Australia,Proportion of H2 produced via electrolysis,Electrolyser + SMR + ammonia synthesis,%,0.1
Ammonia,2048,China,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonium nitrate,2048,China,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Urea,2048,China,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonia,2048,Rest of Asia,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonium nitrate,2048,Rest of Asia,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Urea,2048,Rest of Asia,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonia,2048,North America,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonium nitrate,2048,North America,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Urea,2048,North America,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonia,2048,Russia,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonium nitrate,2048,Russia,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Urea,2048,Russia,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonia,2048,Europe,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonium nitrate,2048,Europe,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Urea,2048,Europe,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonia,2048,India,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonium nitrate,2048,India,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Urea,2048,India,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonia,2048,Middle East,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonium nitrate,2048,Middle East,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Urea,2048,Middle East,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonia,2048,Africa,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonium nitrate,2048,Africa,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Urea,2048,Africa,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonia,2048,Latin America,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonium nitrate,2048,Latin America,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Urea,2048,Latin America,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonia,2048,Oceania,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonium nitrate,2048,Oceania,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Urea,2048,Oceania,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonia,2048,Brazil,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonium nitrate,2048,Brazil,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Urea,2048,Brazil,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonia,2048,Saudi Arabia,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonium nitrate,2048,Saudi Arabia,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Urea,2048,Saudi Arabia,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonia,2048,Namibia,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonium nitrate,2048,Namibia,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Urea,2048,Namibia,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonia,2048,Australia,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonium nitrate,2048,Australia,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Urea,2048,Australia,Proportion of H2 produced via electrolysis,Electrolyser + Coal Gasification + ammonia synthesis,%,0.1
Ammonia,2048,China,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2048,China,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Urea,2048,China,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonia,2048,Rest of Asia,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2048,Rest of Asia,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Urea,2048,Rest of Asia,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonia,2048,North America,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2048,North America,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Urea,2048,North America,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonia,2048,Russia,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2048,Russia,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Urea,2048,Russia,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonia,2048,Europe,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2048,Europe,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Urea,2048,Europe,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonia,2048,India,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2048,India,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Urea,2048,India,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonia,2048,Middle East,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2048,Middle East,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Urea,2048,Middle East,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonia,2048,Africa,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2048,Africa,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Urea,2048,Africa,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonia,2048,Latin America,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2048,Latin America,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Urea,2048,Latin America,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonia,2048,Oceania,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2048,Oceania,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Urea,2048,Oceania,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonia,2048,Brazil,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2048,Brazil,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Urea,2048,Brazil,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonia,2048,Saudi Arabia,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2048,Saudi Arabia,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Urea,2048,Saudi Arabia,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonia,2048,Namibia,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2048,Namibia,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Urea,2048,Namibia,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonia,2048,Australia,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2048,Australia,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Urea,2048,Australia,Proportion of H2 produced via electrolysis,Electrolyser - grid PPA + ammonia synthesis,%,1.0
Ammonia,2048,China,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2048,China,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Urea,2048,China,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonia,2048,Rest of Asia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2048,Rest of Asia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Urea,2048,Rest of Asia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonia,2048,North America,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2048,North America,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Urea,2048,North America,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonia,2048,Russia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2048,Russia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Urea,2048,Russia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonia,2048,Europe,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2048,Europe,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Urea,2048,Europe,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonia,2048,India,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2048,India,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Urea,2048,India,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonia,2048,Middle East,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2048,Middle East,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Urea,2048,Middle East,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonia,2048,Africa,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2048,Africa,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Urea,2048,Africa,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonia,2048,Latin America,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2048,Latin America,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Urea,2048,Latin America,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonia,2048,Oceania,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2048,Oceania,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Urea,2048,Oceania,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonia,2048,Brazil,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2048,Brazil,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Urea,2048,Brazil,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonia,2048,Saudi Arabia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2048,Saudi Arabia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Urea,2048,Saudi Arabia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonia,2048,Namibia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2048,Namibia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Urea,2048,Namibia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonia,2048,Australia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonium nitrate,2048,Australia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Urea,2048,Australia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,%,1.0
Ammonia,2048,China,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonium nitrate,2048,China,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Urea,2048,China,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonia,2048,Rest of Asia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonium nitrate,2048,Rest of Asia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Urea,2048,Rest of Asia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonia,2048,North America,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonium nitrate,2048,North America,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Urea,2048,North America,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonia,2048,Russia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonium nitrate,2048,Russia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Urea,2048,Russia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonia,2048,Europe,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonium nitrate,2048,Europe,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Urea,2048,Europe,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonia,2048,India,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonium nitrate,2048,India,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Urea,2048,India,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonia,2048,Middle East,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonium nitrate,2048,Middle East,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Urea,2048,Middle East,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonia,2048,Africa,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonium nitrate,2048,Africa,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Urea,2048,Africa,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonia,2048,Latin America,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonium nitrate,2048,Latin America,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Urea,2048,Latin America,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonia,2048,Oceania,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonium nitrate,2048,Oceania,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Urea,2048,Oceania,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonia,2048,Brazil,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonium nitrate,2048,Brazil,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Urea,2048,Brazil,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonia,2048,Saudi Arabia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonium nitrate,2048,Saudi Arabia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Urea,2048,Saudi Arabia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonia,2048,Namibia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonium nitrate,2048,Namibia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Urea,2048,Namibia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonia,2048,Australia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonium nitrate,2048,Australia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Urea,2048,Australia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,%,1.0
Ammonia,2048,China,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Ammonium nitrate,2048,China,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Urea,2048,China,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Ammonia,2048,Rest of Asia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Ammonium nitrate,2048,Rest of Asia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Urea,2048,Rest of Asia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Ammonia,2048,North America,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Ammonium nitrate,2048,North America,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Urea,2048,North America,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Ammonia,2048,Russia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Ammonium nitrate,2048,Russia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Urea,2048,Russia,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Ammonia,2048,Europe,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
Ammonium nitrate,2048,Europe,Proportion of H2 produced via electrolysis,Electrolyser - dedicated VRES + H2 storage - pipeline + ammonia synthesis,%,1.0
